Type,ID,Name,Address,ReviewNum,LN(ReviewNum),Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,ApplauseRate,High-qualityMerchant,District,Area,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay,LN(BusinessDay),Label and Num,FunctionLabelScore,FlavorLabelScore,EnvironmentLabelScore,DishesLabelScore,ServiceLabelScore,Cost-effectiveLabelScore
西餐,92623575,soulmate·苏眉音乐餐吧,江南西路66号润汇大厦首层1034铺位,618,6.426488457,4,7.8,8.6,8.2,329,53.24,0,海珠区,江南西,1,481,0,0,1,1,0,0,74,133,4.890349128,回头客（13）干净卫生（14）海鲜棒（12）主食赞（18）牛肉赞（10）高大上（6）饮品赞（21）文艺清新（41）下午茶（38）闺蜜聚会（25）,0.294797688,0.352601156,0.352601156,0,0,0
西餐,58258027,优品烩 URBAN POT,阅江西路琶醍啤酒文化创意园B区内A27铺(有轨电车琶醍站旁),206,5.327876169,4.5,8.7,9,8.6,123,59.71,1,海珠区,琶洲,0,155,1,1,1,0,0,0,105,632,6.448889394,回头客（7）海鲜棒（3）高大上（7）牛肉赞（4）菜品不错（19）饮品赞（5）味道赞（36）服务热情（37）闺蜜聚会（3）复古（12）,0.053846154,0.515384615,0.146153846,0,0.284615385,0
西餐,79609177,斯塔餐厅·清真,环市东路475号东都大世界02-06号(靠近动物园地铁站B出口),414,6.025865974,4.5,8.7,8.8,8.7,308,74.4,1,越秀区,越秀区,0,223,0,0,1,0,0,1,73,267,5.587248658,回头客（22）上菜快（7）干净卫生（5）海鲜棒（6）牛肉赞（14）主食赞（6）高大上（3）饮品赞（12）菜品不错（46）分量足（13）,0.164179104,0.626865672,0.059701493,0,0.052238806,0.097014925
西餐,67442152,Tipsy精酿啤酒餐吧,广州大道中289号289创意空间113a铺(南方报业大楼旁),583,6.368187186,4.5,9,9,9,423,72.56,1,越秀区,五羊新城,0,516,0,0,1,1,0,1,127,241,5.484796933,回头客（27）有萌宠（8）牛肉赞（18）饮品赞（100）高大上（3）主食赞（3）菜品不错（54）分量足（12）味道赞（93）朋友聚餐（11）,0.11550152,0.814589666,0.03343465,0,0,0.036474164
西餐,20716199,侯斯顿海鲜主题餐吧(广州店),阅江中路珠江琶醍啤酒文化创意艺术区B09号,1102,7.00488199,4.5,8.2,9,8.4,595,53.99,0,海珠区,琶洲,0,579,2,1,1,1,0,0,139,1137,7.036148494,回头客（36）有表演（13）干净卫生（10）有萌宠（4）海鲜棒（16）高大上（66）朋友聚餐（16）下午茶（9）闺蜜聚会（9）文艺清新（4）,0.350574713,0.091954023,0.557471264,0,0,0
西餐,4098049,The Happy Monk(建五店),建设五马路29号107-110铺(宜安广场后侧),836,6.728628613,4,8.2,8.4,7.8,275,32.89,0,越秀区,小北/淘金,0,499,10,1,1,0,0,0,106,2773,7.927685046,回头客（63）有萌宠（5）牛肉赞（11）海鲜棒（3）饮品赞（23）点心好（21）下午茶（36）朋友聚餐（14）闺蜜聚会（14）Brunch（12）,0.664893617,0.308510638,0.026595745,0,0,0
西餐,93502299,健身厨房Fitness Kitchen,花城大道86号优托邦2座2楼215-2铺(迪卡龙附近),79,4.369447852,4,8.4,7.9,8.2,57,72.15,1,天河区,珠江新城,1,64,0,0,1,0,0,1,35,115,4.744932128,菜品健康（10）回头客（6）上菜快（3）分量足（7）味道赞（18）服务热情（15）性价比高（8）价格实惠（4）沙拉（43）午餐（7）,0.107438017,0.231404959,0,0.355371901,0.148760331,0.157024793
西餐,95862388,FUEL露台江景法餐,阅江西路118号琶醍B区4-5楼(7-11旁边电梯上),38,3.63758616,4,7.9,9,8,25,65.79,1,海珠区,琶洲,0,33,0,0,1,0,0,0,372,65,4.17438727,高大上（6）菜品不错（3）味道赞（8）情侣约会（4）服务热情（3）有江景（4）沙拉（3）晚餐（3）,0.205882353,0.323529412,0.294117647,0.088235294,0.088235294,0
西餐,21302538,The Happy Monk(太阳店),珠江新城马场路36号太阳新天地一层124号,1827,7.510430556,4.5,8.2,8.9,8.4,899,49.21,0,天河区,兴盛路/跑马场,1,787,0,0,1,0,0,0,111,1086,6.9902565,回头客（92）有萌宠（11）发发呆（6）干净卫生（8）肉类好（51）饮品赞（44）高大上（9）下午茶（82）Brunch（48）工作餐（25）,0.656914894,0.252659574,0.090425532,0,0,0
西餐,15875211,NEW YORK CITY纽约餐吧(江南西店),江南西路32号之3后座自编4号(板崎5号店路口转入),11581,9.357121103,4.5,8.5,8,8.2,5873,50.71,0,海珠区,江南西,1,2723,11,1,1,0,0,0,97,1454,7.282073658,回头客（854）有萌宠（17）干净卫生（22）牛肉赞（643）海鲜棒（44）下午茶（55）朋友聚餐（46）闺蜜聚会（41）深夜食堂（21）弄堂小店（11）,0.569760654,0.401050788,0.029188558,0,0,0
西餐,67499828,乐方悦野,广州大道中289号印报楼首层,133,4.890349128,4.5,8.4,9.2,8.5,77,57.89,1,越秀区,五羊新城,0,107,0,0,1,0,0,1,100,277,5.624017506,回头客（7）高大上（9）点心好（5）饮品赞（4）味道赞（15）菜品不错（7）环境优雅（10）服务热情（15）体验很棒（6）性价比高（5）,0.084337349,0.373493976,0.228915663,0,0.253012048,0.060240964
西餐,76919084,FoodPlus食加,天河东路信成北街3号103铺(原三号美墅店),362,5.891644212,4,7.6,8.3,8.2,120,39.09,0,天河区,天河城/体育中心,1,91,23,1,1,0,0,1,80,2714,7.90617884,回头客（13）发发呆（4）海鲜棒（9）主食赞（11）点心好（13）菜品不错（17）味道赞（83）文艺清新（13）下午茶（9）朋友聚餐（4）,0.147727273,0.755681818,0.096590909,0,0,0
西餐,38061576,广州柏悦酒店－悦厅,珠江新城华夏路16号广州柏悦酒店65层(富力盈凯广场),307,5.726847748,5,8.4,9.3,9,167,54.4,1,天河区,珠江新城,1,249,0,0,0,0,0,0,268,701,6.552507887,干净卫生（7）发发呆（3）高大上（25）饮品赞（11）点心好（7）味道赞（30）服务热情（51）下午茶（129）现做现卖（11）闺蜜聚会（11）,0.510948905,0.175182482,0.127737226,0,0.186131387,0
西餐,77231713,The Happy Monk(侨鑫店),金穗路62号侨鑫国际中心首层101铺,249,5.517452896,4,8.3,8.9,8.1,91,36.55,0,天河区,珠江新城,1,206,0,0,1,0,0,0,122,332,5.805134969,回头客（12）干净卫生（3）高大上（6）牛肉赞（3）点心好（7）菜品不错（12）饮品赞（5）味道赞（31）下午茶（13）朋友聚餐（9）,0.336633663,0.574257426,0.089108911,0,0,0
西餐,90081971,点魔坊DIMCUBE(珠江新城店),珠江新城花城大道85号高德置地春广场2层,405,6.003887067,4,8,8.7,7.8,134,33.09,0,天河区,珠江新城,1,362,0,0,0,1,0,0,88,246,5.505331536,回头客（25）上菜快（8）有萌宠（4）干净卫生（5）牛肉赞（10）高大上（6）点心好（25）饮品赞（15）Brunch（79）下午茶（31）,0.649038462,0.240384615,0.072115385,0,0.038461538,0
西餐,5193943,卡朋西餐(较场西路店),较场西路16号之而原综合楼西南角2层、3层(麦当劳南侧),3606,8.190354404,4,7.9,7.9,7.6,1496,41.49,0,越秀区,中山二三路/东山口,1,1092,8,1,1,0,0,1,52,2271,7.727975542,回头客（280）干净卫生（25）有萌宠（4）海鲜棒（20）牛肉赞（30）下午茶（213）朋友聚餐（44）闺蜜聚会（18）工作餐（16）深夜食堂（13）,0.87751938,0.07751938,0.04496124,0,0,0
西餐,15952665,Ricci睿奇餐厅(东方宝泰店),林和中路宝泰购物广场1楼015B室(宜家家居对面),1543,7.341483852,4,7.7,8.7,8.3,483,31.3,0,天河区,天河北,1,982,6,1,0,0,0,1,94,1365,7.218909708,回头客（62）上菜快（8）干净卫生（20）有萌宠（5）牛肉赞（48）饮品赞（117）主食赞（20）Brunch（144）下午茶（67）朋友聚餐（19）,0.57254902,0.362745098,0.049019608,0,0.015686275,0
西餐,93462469,Antidote Restaurant & Bar  “解药”艺术餐饮空间(天河店),天河北路侨怡一街33号首层自编9号之一铺(侨怡苑菜市场东门),55,4.007333185,4,8.3,8.5,8.4,36,65.45,1,天河区,天河北,1,46,0,0,1,1,1,0,147,71,4.262679877,有萌宠（4）主食赞（3）味道赞（8）服务热情（7）网红店（3）下午茶（4）沙拉（7）分量少（3）,0.102564103,0.282051282,0.179487179,0.179487179,0.179487179,0.076923077
西餐,5635750,星美乐(太古汇店),天河路383号太古汇广场3楼天台305号(天河东路口),3291,8.098946749,4,8.2,8,7.5,1192,36.22,0,天河区,天河城/体育中心,1,1851,18,1,0,0,0,0,74,2093,7.646353722,回头客（148）上菜快（9）发发呆（6）干净卫生（14）有表演（4）下午茶（362）闺蜜聚会（59）Brunch（15）文艺清新（14）,0.917832168,0,0.066433566,0,0.015734266,0
西餐,77336299,Cocina科奇娜·南美创意料理,磨碟沙大道118号琶醍啤酒文化创意园精选楼6楼(岗上渣渣火锅同楼),291,5.673323267,4.5,8.1,9.1,8.7,180,61.86,1,海珠区,琶洲,0,245,1,1,1,1,0,0,195,236,5.463831805,回头客（3）高大上（53）牛肉赞（8）主食赞（4）点心好（6）菜品不错（19）味道赞（48）环境优雅（10）服务热情（35）闺蜜聚会（5）,0.016129032,0.456989247,0.338709677,0,0.188172043,0
西餐,20850365,Lvsa-Lvsi滴金(时尚天河商业广场店),天河路299号时尚天河商业广场东区东二街B1层,1249,7.13009851,4.5,8.7,7.9,8.4,730,58.45,1,天河区,时尚天河,0,532,1,1,1,0,0,1,54,1115,7.016609684,回头客（118）干净卫生（31）肉类好（57）高大上（9）饮品赞（38）现做现卖（15）闺蜜聚会（10）朋友聚餐（9）工作餐（9）下午茶（7）,0.539249147,0.324232082,0.136518771,0,0,0
西餐,5250328,1920 Restaurant and Bar(建设路店),建设六马路1号前栋4楼(近东风东路),6499,8.779403598,4.5,8.4,8.9,8.2,3043,46.82,0,越秀区,环市东,0,1774,59,1,0,1,0,0,145,2286,7.734558844,回头客（347）有表演（25）干净卫生（33）有萌宠（10）朋友聚餐（70）下午茶（60）闺蜜聚会（50）工作餐（40）请客（14）深夜食堂（11）,0.88852459,0,0.11147541,0,0,0
西餐,8372885,1920 Restaurant and Bar(广粤天地店),珠江新城海明路广粤天地67、69、72、76号铺(潭村地铁A出口，广粤天地北门Tesla 旁),2567,7.850493181,4,8.1,8.9,7.8,1254,48.85,0,天河区,珠江新城,1,771,14,1,0,1,0,0,156,1699,7.437795122,回头客（175）有萌宠（4）发发呆（4）干净卫生（12）高大上（44）牛肉赞（40）饮品赞（105）下午茶（30）朋友聚餐（15）工作餐（15）,0.529279279,0.326576577,0.144144144,0,0,0
西餐,17789706,BB Bao,建设二马路东四街6-8号首层(近建设六马路),204,5.318119994,5,8.9,8.8,8.5,77,37.75,0,越秀区,环市东,0,152,0,0,0,0,0,1,45,1347,7.205635176,回头客（3）干净卫生（3）牛肉赞（12）饮品赞（19）点心好（7）味道赞（31）性价比高（24）菜品不错（5）服务热情（11）下午茶（7）,0.081967213,0.606557377,0.024590164,0,0.090163934,0.196721311
西餐,68636745,pancake house Minamikaze,天河东路信诚北街22号101,297,5.693732139,4,8.6,7.8,7.9,105,35.35,0,天河区,天河北,1,245,1,1,0,0,0,0,88,1360,7.215239979,回头客（16）有萌宠（6）干净卫生（8）牛肉赞（17）主食赞（13）菜品不错（22）下午茶（19）深夜食堂（18）闺蜜聚会（10）文艺清新（8）,0.417322835,0.409448819,0.173228346,0,0,0
西餐,66072001,1920RestaurantandBar(花城汇店),冼村街道花城广场珠江东路30号东花城汇中区B1层,488,6.190315406,4,8.2,9,8.3,199,40.78,0,天河区,高德置地/花城汇,1,354,0,0,0,1,0,0,143,587,6.37502482,回头客（22）有表演（4）肉类好（21）高大上（5）饮品赞（19）菜品不错（28）点心好（8）味道赞（63）下午茶（17）工作餐（12）,0.256281407,0.698492462,0.045226131,0,0,0
西餐,17611347,social&co,华就路6号112-113铺(房地产交易中心，美国领事馆),839,6.732210706,4.5,8.4,8.7,8.6,338,40.29,0,天河区,珠江新城,1,569,1,1,0,0,0,1,118,1388,7.235619141,回头客（41）歪果仁出没（8）干净卫生（6）海鲜棒（6）Brunch（40）下午茶（27）朋友聚餐（9）工作餐（8）闺蜜聚会（7）,0.862068966,0.04137931,0.096551724,0,0,0
西餐,77454085,ATLAS Kitchen 寰图厨房,华夏路26号雅居乐中心三楼,294,5.683579767,4,7.8,9,8.2,127,43.2,0,天河区,珠江新城,1,232,1,1,0,0,0,1,125,315,5.752572639,回头客（10）干净卫生（4）海鲜棒（9）高大上（24）牛肉赞（6）菜品不错（24）味道赞（50）闺蜜聚会（11）工作餐（9）Brunch（8）,0.1875,0.618055556,0.194444444,0,0,0
西餐,83438135,Breaktime Cafe(北京路店),大南路162号(近北京路地铁站B出口),456,6.12249281,4.5,8.4,8.8,8.1,205,44.96,0,越秀区,北京路,1,416,1,1,0,0,0,0,66,168,5.123963979,回头客（16）有萌宠（12）干净卫生（7）海鲜棒（5）肉类好（27）饮品赞（54）高大上（6）分量足（27）下午茶（34）闺蜜聚会（14）,0.265957447,0.457446809,0.132978723,0,0,0.143617021
西餐,66188262,星美乐(天环广场店),天河路212、214、216、218、220号天环广场ParcCentralB218,1871,7.534228326,4,8,7.9,7.7,640,34.21,0,天河区,天河城/体育中心,1,1566,1,1,0,0,0,0,79,618,6.426488457,回头客（128）干净卫生（12）有萌宠（3）海鲜棒（7）高大上（29）点心好（220）肉类好（38）下午茶（167）闺蜜聚会（30）文艺清新（22）,0.471246006,0.423322684,0.10543131,0,0,0
西餐,66596904,LINE FRIENDS  cafe&store,正佳大街正佳广场南门口进门处,1400,7.244227516,4,7.7,9,8,597,42.64,0,天河区,天河城/体育中心,1,1250,0,0,0,0,0,0,71,561,6.329720906,回头客（21）有萌宠（12）上菜快（5）干净卫生（4）饮品赞（34）点心好（34）高大上（3）味道赞（56）下午茶（62）闺蜜聚会（37）,0.359307359,0.536796537,0.082251082,0,0.021645022,0
西餐,10822758,Lia cafe 松山咖啡屋,禺山路27-29号(39中对面),2643,7.879669915,4,8.1,8.2,7.7,796,30.12,0,越秀区,北京路,1,1674,11,1,0,0,0,0,77,1594,7.374001859,回头客（202）上菜快（34）干净卫生（53）有萌宠（6）海鲜棒（22）主食赞（61）肉类好（38）下午茶（151）闺蜜聚会（71）朋友聚餐（37）,0.645695364,0.200331126,0.097682119,0,0.056291391,0
西餐,92243865,尚莲天际餐厅酒吧LIAN SKY LOUNGE,珠江新城兴民路222号天汇广场igc六楼L601,62,4.127134385,4.5,8.4,9.1,8.9,30,48.39,0,天河区,兴盛路/跑马场,1,53,0,0,0,0,0,0,156,178,5.18178355,回头客（4）高大上（5）菜品不错（5）味道赞（12）服务热情（14）体验很棒（4）下午茶（9）闺蜜聚会（4）午餐（6）沙拉（4）,0.301587302,0.26984127,0.079365079,0.063492063,0.285714286,0
西餐,69225877,Pizza Marzano玛尚诺(广州天汇广场店),珠江新城兴民路222号天汇广场4层414号,527,6.267200549,4,8.1,8.7,8.8,243,46.11,0,天河区,珠江新城,1,399,1,1,0,0,0,1,111,428,6.059123196,回头客（19）干净卫生（22）上菜快（4）肉类好（53）高大上（14）点心好（18）饮品赞（7）菜品不错（34）味道赞（82）分量足（10）,0.072243346,0.737642586,0.136882129,0,0.015209125,0.038022814
西餐,92521971,Aroma馥地中海餐厅,兴民路222号广州康莱德酒店5楼(igc天汇广场),105,4.65396035,4,8,9.2,9.1,58,55.24,1,天河区,珠江新城,1,94,0,0,0,0,0,0,475,173,5.153291594,海鲜棒（5）高大上（5）主食赞（4）点心好（9）菜品不错（12）味道赞（14）服务热情（33）性价比高（8）情侣约会（3）沙拉（16）,0.027522936,0.403669725,0.04587156,0.146788991,0.302752294,0.073394495
西餐,517063,拉丁餐厅(建六店),建设六马路29-31号荣建大厦3楼(近宜安广场),1281,7.155396302,4,7.6,7.6,7.6,506,46.13,0,越秀区,小北/淘金,0,198,39,1,1,0,0,0,120,2935,7.984462732,回头客（77）有表演（54）歪果仁出没（3）上菜快（3）海鲜棒（5）点心好（15）高大上（3）主食赞（3）味道赞（144）环境优雅（84）,0.196930946,0.427109974,0.368286445,0,0.007672634,0
西餐,27550457,乐凯撒·榴莲比萨(万菱汇店),天河路230-232号万菱汇B区B1层44号铺,1179,7.072421901,5,9,8.9,9,915,77.61,1,天河区,天河城/体育中心,1,931,4,1,1,0,0,1,61,508,6.230481448,回头客（89）上菜快（18）有萌宠（16）干净卫生（14）肉类好（37）饮品赞（29）高大上（3）点心好（15）味道赞（225）分量足（15）,0.193058568,0.663774403,0.071583514,0,0.039045553,0.032537961
西餐,79221301,weco·live house,猎德大道28号珠江道商业广场101-102(猎德地铁站C出口走100米),73,4.290459441,4.5,8.3,8.9,8.7,54,73.97,1,天河区,珠江新城,1,51,0,0,1,1,0,0,73,265,5.579729826,交通便利（3）饮品赞（5）点心好（5）味道赞（9）环境优雅（7）服务热情（17）性价比高（4）闺蜜聚会（3）,0,0.38,0.14,0,0.4,0.08
西餐,24502210,心田种植主题素食餐吧(珠江新城店),珠江新城海明路22号力迅上筑东区D002(金碧华府南门招行对面),531,6.274762021,4,7.8,8.9,8.3,245,46.14,0,天河区,珠江新城,1,315,0,0,1,0,0,1,91,872,6.770789424,菜品健康（151）回头客（21）干净卫生（5）高大上（4）主食赞（3）味道赞（100）饮品赞（6）文艺清新（39）下午茶（15）闺蜜聚会（14）,0.104651163,0.755813953,0.139534884,0,0,0
西餐,45665489,食间站亭,?淘金路133号(交通银行后),320,5.768320996,4,8,8.1,8.4,135,42.19,0,越秀区,环市东,0,269,0,0,1,0,0,1,35,719,6.577861358,回头客（11）上菜快（4）干净卫生（7）主食赞（33）肉类好（24）菜品不错（32）味道赞（35）点心好（5）文艺清新（13）工作餐（9）,0.115606936,0.74566474,0.115606936,0,0.023121387,0
西餐,21994850,心诗牛排(广运楼店),中山大道西138号广运楼东楼二楼(BRT华景新城站),1881,7.539558829,4.5,8.5,8.7,8.5,1107,58.85,1,天河区,天河公园,0,382,1,1,1,0,0,1,97,1040,6.946975992,回头客（123）上菜快（32）干净卫生（13）牛肉赞（122）海鲜棒（4）主食赞（18）高大上（15）工作餐（23）下午茶（22）闺蜜聚会（17）,0.451612903,0.387096774,0.075268817,0,0.086021505,0
西餐,4668834,广州塔璇玑地中海自助旋转餐厅,阅江西路222号广州塔106楼(三号线地铁广州塔站),2810,7.940939762,3.5,7,8.9,7.6,1207,42.95,0,海珠区,客村/赤岗,1,879,15,1,1,0,0,0,540,2195,7.693937326,回头客（31）干净卫生（20）上菜快（9）有萌宠（3）海鲜棒（22）高大上（167）朋友聚餐（13）家庭聚餐（11）下午茶（10）请客（10）,0.253378378,0.074324324,0.641891892,0,0.030405405,0
西餐,22158342,森cafe原木西餐吧,宝源路105号(长寿路地铁站B出口),2919,7.978996371,4.5,8.3,8.5,8,1383,47.38,0,荔湾区,上下九,0,968,4,1,1,0,0,1,67,1024,6.931471806,回头客（199）上菜快（55）干净卫生（18）发发呆（3）海鲜棒（26）牛肉赞（53）主食赞（48）饮品赞（104）高大上（6）下午茶（79）,0.470389171,0.390862944,0.045685279,0,0.093062606,0
西餐,58419552,千旬岛(万达广场店),汉溪大道东万达广场1层,430,6.063785209,4,8.4,8.6,8.7,294,68.37,1,番禺区,南村,0,286,0,0,1,0,0,1,70,278,5.627621114,回头客（16）干净卫生（13）海鲜棒（20）菜品不错（18）味道赞（120）分量足（13）饮品赞（3）性价比高（21）价格实惠（18）服务热情（101）,0.04664723,0.469387755,0.037900875,0,0.294460641,0.151603499
西餐,4656348,LoveTaste爱味道牛排生活馆(万达广场白云店),云城东路501号万达广场白云金街1层501-116号铺,2283,7.733245647,4.5,8.3,8.8,8.8,1578,69.12,1,白云区,万达广场,0,630,7,1,1,0,0,1,125,452,6.11368218,回头客（96）干净卫生（10）牛肉赞（224）海鲜棒（3）高大上（9）饮品赞（25）菜品不错（110）朋友聚餐（34）下午茶（15）闺蜜聚会（14）,0.275665399,0.688212928,0.036121673,0,0,0
西餐,59007026,碧泉空中温泉酒店餐厅,温泉东路76号(碧泉空中温泉酒店2楼),273,5.609471795,4,8.1,8.5,8.7,187,68.5,1,从化区,温泉镇,0,131,0,0,1,0,0,0,135,590,6.380122537,回头客（5）干净卫生（9）高大上（3）肉类好（7）菜品不错（21）味道赞（33）服务热情（130）性价比高（13）价格实惠（5）,0.022123894,0.269911504,0.053097345,0,0.575221239,0.079646018
西餐,93588602,smile,犀牛北街106号101自编之一,100,4.605170186,4.5,8.3,8.6,8.5,70,70,1,越秀区,越秀区,0,89,0,0,1,0,0,1,44,111,4.709530201,肉类好（8）饮品赞（9）分量足（4）味道赞（18）菜品不错（3）性价比高（5）价格实惠（3）服务热情（6）环境优雅（3）,0,0.644067797,0.050847458,0,0.101694915,0.203389831
西餐,21728315,必胜客(淘金路店),广州市淘金坑路28号之一层至四层,272,5.605802066,4.5,8.8,8.9,8.7,139,51.1,0,越秀区,小北/淘金,0,156,0,0,1,1,0,1,60,1065,6.970730078,有萌宠（16）回头客（14）干净卫生（5）牛肉赞（5）点心好（15）饮品赞（11）味道赞（45）服务热情（57）下午茶（32）朋友聚餐（5）,0.248780488,0.370731707,0.102439024,0,0.27804878,0
西餐,13923383,永无乡咖啡馆| 果木牛扒专门店,广州大道北1819号金和苑后座A2(嘉裕太阳城广场肯德基旁),1022,6.929516771,4.5,8.6,9,9,732,71.62,1,白云区,同和/京溪,1,350,2,1,1,0,0,1,82,1542,7.340835554,回头客（65）发发呆（16）干净卫生（7）牛肉赞（50）海鲜棒（6）主食赞（15）高大上（4）下午茶（61）朋友聚餐（17）文艺清新（17）,0.554263566,0.275193798,0.170542636,0,0,0
西餐,20246394,乐凯撒·榴莲比萨(VT101维多利店),体育西路101号VT101维多利广场2层,2075,7.637716433,4.5,9,8.4,8.4,1469,70.8,1,天河区,天河城/体育中心,1,1132,6,1,1,0,0,1,60,508,6.230481448,回头客（118）上菜快（25）有萌宠（14）干净卫生（31）肉类好（65）高大上（9）饮品赞（41）点心好（13）朋友聚餐（22）下午茶（19）,0.445378151,0.333333333,0.151260504,0,0.070028011,0
西餐,90065481,王者食堂 X Alice 21 Culb,北京路182号潮楼2楼,119,4.779123493,4,8.2,8.7,8.1,70,58.82,1,越秀区,北京路,1,63,0,0,1,0,0,1,36,112,4.718498871,上菜快（3）干净卫生（3）主食赞（4）饮品赞（10）菜品不错（10）味道赞（21）服务热情（21）性价比高（13）价格实惠（10）,0,0.473684211,0.031578947,0,0.252631579,0.242105263
西餐,2950975,钟情焗,纺织路草芳围16号,202,5.308267697,4,8.9,6.9,7.2,77,38.69,0,海珠区,滨江路,1,138,3,1,0,0,0,0,66,2918,7.978653729,有萌宠（30）回头客（4）干净卫生（3）海鲜棒（10）肉类好（36）菜品不错（9）味道赞（31）分量足（4）性价比高（11）环境小资（7）,0.027586207,0.593103448,0.275862069,0,0,0.103448276
西餐,44392249,Honeymoon(LOFT牛扒餐厅),体育西横街6号(中国税务局对面),2006,7.603897969,4,7.9,8.4,7.5,964,48.35,0,天河区,天河城/体育中心,1,1044,2,1,1,0,0,1,89,719,6.577861358,回头客（112）上菜快（31）有萌宠（5）干净卫生（18）牛肉赞（51）海鲜棒（13）主食赞（31）高大上（8）工作餐（39）下午茶（37）,0.544927536,0.275362319,0.089855072,0,0.089855072,0
西餐,24704270,257号餐吧(乐峰广场店),乐峰广场南门外围(广州银行旁),749,6.618738984,4,7.9,8.3,7.8,330,44.06,0,海珠区,工业大道,1,415,1,1,1,0,0,1,74,905,6.807934944,回头客（29）发发呆（8）有萌宠（5）干净卫生（6）牛肉赞（14）海鲜棒（5）饮品赞（25）下午茶（52）闺蜜聚会（15）朋友聚餐（12）,0.596153846,0.282051282,0.121794872,0,0,0
西餐,81077917,纤卡沙拉SlimkaSalad(江南西名店城),江南西路8-10号铺名店城自编二层38铺位,99,4.59511985,4.5,8.8,8.2,9.1,52,52.53,0,海珠区,江南西,1,84,0,0,1,0,0,1,35,229,5.433722004,菜品健康（13）回头客（5）干净卫生（4）肉类好（4）分量足（6）味道赞（14）服务热情（9）沙拉（71）江南风情（31）午餐（7）,0.073170732,0.18902439,0.213414634,0.432926829,0.054878049,0.036585366
西餐,20779689,新元素餐厅(广粤天地店),珠江新城清风街42号首层(凯旋新世界),738,6.603943825,4,8,8.9,8.1,340,46.07,0,天河区,珠江新城,1,260,1,1,1,1,1,1,138,1138,7.037027615,回头客（39）干净卫生（11）海鲜棒（5）高大上（13）饮品赞（19）菜品不错（82）味道赞（88）下午茶（27）Brunch（13）,0.265993266,0.653198653,0.080808081,0,0,0
西餐,66157366,月影新派铁板烧(捷登都会店),中山五路70号捷登都会5层,480,6.173786104,4,7.9,8.6,8.2,199,41.46,0,越秀区,北京路,1,384,0,0,1,0,0,0,81,459,6.12905021,回头客（8）有萌宠（3）干净卫生（4）海鲜棒（10）牛肉赞（28）高大上（3）交通便利（5）主食赞（3）味道赞（88）菜品不错（20）,0.046511628,0.86627907,0.058139535,0,0.029069767,0
西餐,43555375,Ninethirty by Awfully Chocolate(天环广场店),天河路212、214、216、218、220号天环广场ParcCentralB258,1323,7.187657164,4,7.8,8.1,7.7,457,34.54,0,天河区,天河城/体育中心,1,1117,1,1,0,0,0,1,93,729,6.591673732,回头客（53）菜品健康（28）有萌宠（5）发发呆（3）干净卫生（5）高大上（17）下午茶（171）闺蜜聚会（27）朋友聚餐（12）Brunch（12）,0.810457516,0.091503268,0.098039216,0,0,0
西餐,18006843,心诗牛排·心悦餐厅(华威达分店),黄埔大道西499号华威达大酒店二楼(石牌东国防大厦),1774,7.480992163,4,8.2,8.7,8.2,893,50.34,0,天河区,珠江新城,1,409,2,1,1,0,1,1,96,1304,7.173191742,回头客（96）上菜快（26）干净卫生（12）发发呆（4）有萌宠（3）下午茶（27）文艺清新（17）朋友聚餐（13）闺蜜聚会（13）工作餐（12）,0.704761905,0,0.171428571,0,0.123809524,0
西餐,83490387,皮尔先生法餐(凯德广场店),白云公园地铁站A出口凯德广场负二楼26-27号铺(百佳超市),275,5.616771098,4,8.2,8.6,8.1,124,45.09,0,白云区,白云绿地中心,0,223,0,0,1,0,1,1,87,219,5.38907173,回头客（12）干净卫生（13）海鲜棒（10）牛肉赞（5）主食赞（5）点心好（16）饮品赞（11）菜品不错（21）下午茶（25）工作餐（5）,0.341463415,0.552845528,0.105691057,0,0,0
西餐,20851264,尊宝比萨(西村店),西湾路108号102铺(广州协和中学对面),1954,7.577633833,4.5,8.8,8.3,8.6,1211,61.98,1,荔湾区,西村/西场,0,210,2,1,1,0,0,1,41,1131,7.030857476,回头客（172）上菜快（27）干净卫生（37）海鲜棒（6）肉类好（21）饮品赞（8）味道赞（526）分量足（18）性价比高（198）现做现卖（15）,0.181906615,0.545719844,0.035992218,0,0.026264591,0.210116732
西餐,519603,拉丁餐厅(正佳广场店),天河路228号正佳广场4层(近体育中心),2669,7.889459149,4,7.2,7.4,7.4,667,37.26,0,天河区,天河城/体育中心,1,346,154,1,1,0,0,0,101,164,5.099866428,有表演（150）回头客（105）有萌宠（5）干净卫生（9）歪果仁出没（4）海鲜棒（8）朋友聚餐（52）公司聚餐（21）请客（10）家庭聚餐（8）,0.52688172,0.021505376,0.451612903,0,0,0
西餐,5115105,秘密旅行pink(江南西店),江南西路紫丹大街46号(近海珠区办证中心，平安银行对面),2285,7.734121303,4,7.5,8.1,7.6,670,29.33,0,海珠区,江南西,1,1028,18,1,0,0,0,1,48,2393,7.780303088,回头客（108）有萌宠（12）发发呆（7）干净卫生（7）海鲜棒（24）饮品赞（144）肉类好（56）主食赞（38）下午茶（388）闺蜜聚会（123）,0.632653061,0.334183673,0.033163265,0,0,0
